Sum of delta,Phase,Qubits,Spin,CorrelatedPairs,OnesCount
-36,0,15,false,10,2
-36,0,17,true,11,5
-36,0,19,true,6,6
-36,0,19,true,8,5
-36,0,19,true,12,5
-36,0,19,true,13,4
-36,0,20,false,6,8
-36,0,20,false,13,6
-36,1,11,false,8,3
-36,1,13,false,9,4
-36,1,13,true,9,5
-36,1,13,true,10,2
-36,1,15,false,9,3
-36,1,15,false,10,3
-36,1,15,true,10,5
-36,1,17,false,4,7
-36,1,17,true,7,5
-36,1,19,false,5,8
-36,1,19,false,12,3
-36,1,19,false,12,7
-36,1,19,false,13,4
-36,1,19,false,13,6
-36,1,19,true,12,4
-36,1,19,true,13,5
-36,1,19,true,13,6
-36,1,20,true,8,6
-36,2,9,false,7,3
-36,2,11,false,2,4
-36,2,13,false,9,4
-36,2,13,true,10,2
-36,2,15,false,10,2
-36,2,15,true,10,2
-36,2,17,false,11,5
-36,2,17,true,10,3
-36,2,17,true,12,3
-36,2,19,true,9,5
-36,2,20,true,11,4
-37,1,20,false,6,9
-37,1,20,false,12,9
-38,0,13,false,3,5
-38,0,15,false,10,5
-38,0,15,true,10,5
-38,0,19,true,6,7
-38,0,20,true,13,8
-38,1,10,false,7,3
-38,1,17,true,4,7
-38,1,19,false,12,8
-38,2,11,true,8,3
-38,2,19,true,6,7
-38,2,20,true,13,8
-39,0,20,false,13,7
-39,1,20,true,12,9
-40,0,10,false,7,3
-40,0,13,false,9,2
-40,0,15,false,4,5
-40,0,17,false,6,5
-40,0,19,false,6,7
-40,0,19,false,7,6
-40,0,19,false,8,5
-40,0,20,true,6,8
-40,1,11,true,2,4
-40,1,15,true,10,3
-40,1,19,false,6,7
-40,1,19,true,8,5
-40,1,19,true,11,5
-40,1,20,false,10,5
-40,1,20,true,11,5
-40,1,20,true,12,5
-40,2,10,true,7,3
-40,2,13,false,9,2
-40,2,19,false,6,7
-40,2,19,false,8,5
-40,2,20,true,6,8
-40,2,20,true,13,6
-41,1,10,true,2,4
-41,2,10,false,2,4
-42,0,13,true,4,4
-42,0,15,true,10,2
-42,0,19,false,10,4
-42,0,19,false,12,4
-42,0,19,true,12,4
-42,0,20,false,12,9
-42,1,13,true,9,4
-42,1,17,false,10,3
-42,1,17,false,11,7
-42,1,17,true,11,6
-42,1,19,false,12,4
-42,1,20,false,13,8
-42,2,13,false,4,4
-42,2,13,false,9,5
-42,2,17,false,10,3
-42,2,19,false,10,4
-42,2,19,true,5,8
-42,2,19,true,11,4
-42,2,19,true,12,8
-44,0,15,false,10,3
-44,0,15,true,10,4
-44,0,17,false,11,6
-44,0,17,false,12,4
-44,0,17,true,8,4
-44,0,19,false,12,5
-44,0,19,false,12,7
-44,0,19,true,12,7
-44,0,20,true,14,6
-44,1,11,false,8,2
-44,1,11,true,8,2
-44,1,15,true,10,6
-44,1,17,true,9,4
-44,1,19,false,7,7
-44,1,19,false,12,5
-44,1,19,true,12,8
-44,2,9,false,7,1
-44,2,15,false,5,5
-44,2,15,true,5,5
-44,2,17,true,11,4
-44,2,19,false,12,8
-44,2,19,true,11,5
-44,2,20,false,13,6
-44,2,20,true,12,9
-45,0,20,true,12,5
-45,1,20,true,13,7
-45,2,20,false,7,7
-45,2,20,false,11,5
-46,0,13,true,9,5
-46,0,17,false,11,7
-46,1,13,false,3,5
-46,1,15,true,5,5
-46,1,19,true,6,7
-46,1,20,true,6,8
-46,2,15,false,10,6
-46,2,17,false,11,6
-48,0,11,false,2,4
-48,0,11,true,2,4
-48,0,15,false,9,3
-48,0,15,false,10,6
-48,0,17,false,8,4
-48,0,17,false,10,3
-48,0,20,false,12,6
-48,0,20,true,7,8
-48,1,9,true,6,3
-48,1,15,false,5,5
-48,1,15,false,10,6
-48,1,17,true,10,3
-48,1,20,false,13,6
-48,1,20,true,12,6
-48,2,11,true,8,2
-48,2,15,false,6,4
-48,2,17,false,12,3
-48,2,17,true,10,4
-48,2,19,false,11,5
-48,2,19,false,12,4
-48,2,19,false,12,6
-48,2,19,true,12,5
-48,2,20,true,7,9
-49,0,20,true,7,9
-50,0,19,true,7,7
-50,0,20,false,12,5
-50,0,20,true,10,5
-50,1,11,false,2,4
-50,2,17,false,11,7
-50,2,20,true,11,5
-51,1,20,false,12,7
-52,0,11,true,8,2
-52,0,13,true,8,2
-52,0,17,false,9,4
-52,0,17,false,10,4
-52,0,17,false,11,5
-52,0,17,true,7,5
-52,0,17,true,11,4
-52,0,19,false,9,5
-52,0,19,false,12,8
-52,1,9,false,7,1
-52,1,10,true,7,3
-52,1,11,true,8,1
-52,1,17,true,11,4
-52,1,20,false,7,8
-52,2,13,true,9,3
-52,2,15,false,9,3
-52,2,15,false,10,4
-52,2,15,true,10,4
-52,2,20,false,10,6
-54,0,13,true,10,1
-54,0,15,false,5,5
-54,0,20,false,13,4
-54,0,20,true,7,7
-54,1,13,false,9,5
-54,2,13,true,3,5
-54,2,19,true,12,4
-54,2,20,false,12,8
-54,2,20,false,13,7
-55,0,20,true,11,5
-55,1,10,false,2,4
-55,1,20,false,13,5
-55,1,20,true,7,9
-55,2,20,false,12,5
-56,0,13,false,5,4
-56,0,15,true,5,5
-56,0,15,true,8,3
-56,1,9,true,7,1
-56,1,13,false,9,3
-56,1,13,true,3,5
-56,1,13,true,9,3
-56,1,15,true,10,4
-56,1,17,false,7,5
-56,1,17,false,8,4
-56,1,17,true,6,6
-56,1,17,true,10,4
-56,1,19,false,10,5
-56,1,19,true,10,5
-56,1,20,false,11,9
-56,2,13,false,9,3
-56,2,15,false,8,3
-56,2,17,false,5,7
-56,2,17,true,9,4
-56,2,19,false,7,7
-56,2,19,true,7,6
-56,2,19,true,12,6
-57,2,10,true,2,4
-57,2,20,false,7,9
-58,0,15,false,4,6
-58,0,17,true,11,7
-58,1,13,true,4,4
-58,1,17,false,10,6
-58,1,19,false,6,8
-58,1,20,true,11,9
-58,2,11,false,7,3
-58,2,13,false,3,5
-58,2,13,true,8,4
-58,2,15,true,4,6
-60,0,13,false,8,2
-60,0,13,true,3,5
-60,0,13,true,9,3
-60,0,17,false,6,6
-60,0,19,true,6,8
-60,0,20,true,8,7
-60,0,20,true,12,7
-60,1,11,false,8,1
-60,1,15,true,10,2
-60,1,17,false,5,7
-60,1,17,false,6,5
-60,1,17,false,10,7
-60,1,19,true,7,7
-60,1,20,true,7,8
-60,1,20,true,13,5
-60,1,20,true,13,6
-60,2,10,false,7,2
-60,2,13,false,8,4
-60,2,15,true,10,3
-60,2,17,true,6,5
-60,2,19,false,7,6
-60,2,19,false,12,5
-60,2,19,true,7,7
-60,2,20,false,7,8
-60,2,20,false,12,7
-61,0,20,true,11,9
-62,0,17,true,5,7
-62,0,20,false,7,8
-62,0,20,false,7,9
-62,1,15,true,4,6
-62,1,19,true,6,8
-62,2,20,true,12,8
-63,0,20,false,7,7
-63,1,20,false,7,9
-64,0,9,false,7,1
-64,0,17,true,10,4
-64,0,19,false,12,6
-64,1,17,false,11,5
-64,1,19,false,8,7
-64,1,19,false,12,6
-64,1,19,true,7,6
-64,2,15,true,8,3
-64,2,15,true,10,6
-64,2,17,false,7,5
-66,0,10,false,2,4
-66,0,10,false,7,2
-66,0,13,false,4,4
-66,1,13,false,4,4
-66,1,20,false,12,8
-66,1,20,true,12,8
-66,2,15,false,9,5
-66,2,20,true,7,7
-66,2,20,true,11,9
-67,0,20,false,11,9
-68,0,11,false,8,2
-68,0,13,true,8,4
-68,0,15,true,7,4
-68,0,17,false,10,6
-68,0,19,false,10,5
-68,0,19,false,11,5
-68,0,19,true,11,5
-68,1,15,false,9,6
-68,1,20,false,10,6
-68,2,9,true,7,1
-68,2,11,false,8,1
-68,2,13,false,8,2
-68,2,15,false,9,4
-68,2,19,false,6,8
-68,2,19,false,11,6
-68,2,19,true,6,8
-68,2,19,true,8,6
-69,0,10,true,2,4
-69,0,20,false,8,7
-70,0,19,false,7,7
-70,0,20,false,9,9
-70,0,20,false,11,5
-70,0,20,false,12,8
-70,1,17,true,10,7
-70,2,20,true,7,8
-71,1,20,true,8,9
-71,2,20,false,11,9
-71,2,20,true,8,9
-72,0,10,true,7,2
-72,0,17,false,7,5
-72,0,17,true,6,6
-72,0,17,true,10,6
-72,1,7,false,6,0
-72,1,11,false,7,3
-72,1,11,true,3,4
-72,1,15,false,4,6
-72,1,15,false,10,4
-72,1,17,false,10,4
-72,1,19,true,11,6
-72,1,20,false,10,9
-72,1,20,false,12,6
-72,2,15,false,7,4
-72,2,17,true,11,5
-73,1,20,false,8,9
-73,2,10,true,6,4
-74,0,15,true,6,5
-74,0,17,false,5,7
-74,1,9,false,6,2
-74,2,9,false,6,2
-74,2,15,false,4,6
-74,2,15,true,9,5
-75,1,10,false,7,2
-75,1,20,true,12,7
-76,0,11,false,7,2
-76,0,15,false,8,3
-76,0,15,true,6,4
-76,0,15,true,9,5
-76,0,20,false,9,6
-76,0,20,true,8,9
-76,0,20,true,9,6
-76,0,20,true,10,6
-76,1,13,false,7,3
-76,1,15,false,8,3
-76,1,17,false,6,6
-76,1,17,true,11,5
-76,2,7,false,6,0
-76,2,11,true,7,3
-76,2,13,false,6,3
-76,2,13,true,8,2
-76,2,19,true,10,5
-76,2,20,false,12,6
-77,2,20,true,9,9
-77,2,20,true,10,9
-78,0,9,true,6,3
-78,0,15,true,9,6
-78,0,17,true,10,7
-78,0,19,false,11,7
-78,1,15,false,9,5
-78,1,17,true,5,7
-78,1,20,true,8,7
-78,1,20,true,10,9
-78,2,10,true,7,2
-78,2,17,false,6,6
-78,2,17,false,10,6
-78,2,17,false,10,7
-79,2,20,false,10,9
-80,0,15,false,10,4
-80,0,19,true,8,6
-80,0,19,true,12,6
-80,1,7,true,6,0
-80,1,13,true,5,4
-80,1,13,true,7,3
-80,1,13,true,8,2
-80,1,15,true,6,4
-80,1,17,false,7,6
-80,1,19,false,11,5
-80,1,19,false,11,6
-80,1,19,true,11,7
-80,2,9,false,6,3
-80,2,13,false,8,3
-80,2,15,false,10,3
-80,2,17,true,5,7
-80,2,19,false,10,7
-80,2,19,true,9,6
-80,2,19,true,11,7
-81,1,10,true,7,2
-81,1,20,false,8,7
-81,1,20,false,11,7
-82,0,7,false,5,1
-82,0,20,true,9,9
-82,1,7,false,5,1
-82,1,19,false,11,7
-82,2,7,true,5,2
-82,2,9,true,6,2
-82,2,9,true,6,3
-82,2,19,true,11,8
-83,0,10,true,6,4
-83,1,10,false,6,4
-84,0,9,true,6,2
-84,0,11,false,8,1
-84,0,11,true,4,3
-84,0,11,true,7,3
-84,0,13,false,8,4
-84,0,13,true,8,3
-84,0,19,false,11,6
-84,0,19,true,11,6
-84,0,20,false,11,8
-84,0,20,true,12,6
-84,0,20,true,12,8
-84,1,7,false,5,2
-84,1,13,false,5,4
-84,1,15,true,9,5
-84,1,19,true,8,6
-84,1,19,true,12,6
-84,1,20,false,7,7
-84,1,20,false,9,6
-84,2,11,false,7,2
-84,2,17,true,10,7
-84,2,20,false,11,6
-84,2,20,true,10,6
-85,0,20,false,10,9
-86,0,7,false,5,2
-86,0,15,true,4,6
-86,0,19,false,6,8
-86,0,19,true,11,8
-86,1,13,true,8,4
-87,2,20,false,8,7
-87,2,20,true,8,7
-87,2,20,true,12,7
-88,0,13,true,8,5
-88,0,17,true,8,5
-88,0,19,true,11,7
-88,0,20,false,10,6
-88,1,9,true,6,2
-88,1,10,false,7,1
-88,1,13,false,8,2
-88,1,13,false,8,5
-88,1,20,true,9,9
-88,2,10,false,7,1
-88,2,13,true,8,3
-88,2,19,false,10,5
-88,2,19,false,11,7
-88,2,20,false,9,6
-90,0,20,true,11,7
-90,1,9,false,6,3
-90,1,17,true,6,7
-90,1,20,true,8,8
-90,2,20,false,8,9
-92,0,13,true,5,4
-92,0,13,true,6,3
-92,0,15,false,6,4
-92,0,17,false,7,6
-92,0,20,true,11,6
-92,1,10,true,7,1
-92,1,11,true,7,3
-92,1,15,false,9,4
-92,1,15,true,7,4
-92,1,17,false,10,5
-92,1,19,true,8,7
-92,1,20,true,11,8
-92,2,11,true,8,1
-92,2,13,true,5,4
-92,2,17,true,9,5
-92,2,20,true,11,6
-94,0,10,false,6,4
-94,0,11,false,7,3
-94,0,15,false,9,5
-94,0,17,true,7,6
-94,0,19,true,10,7
-94,1,20,false,11,8
-94,2,9,false,2,3
-94,2,13,true,8,5
-94,2,17,true,6,6
-94,2,20,false,9,9
-95,1,20,false,11,5
-96,0,7,false,6,0
-96,0,11,false,7,4
-96,0,11,true,7,4
-96,0,13,true,7,3
-96,0,15,false,9,4
-96,0,19,false,10,7
-96,1,15,true,9,6
-96,2,15,true,9,4
-96,2,20,true,9,6
-98,0,19,false,8,7
-98,0,19,true,8,7
-98,0,20,false,8,9
-98,1,10,true,6,4
-98,2,11,false,7,4
-98,2,11,true,7,4
-98,2,13,false,5,4
-98,2,19,false,11,8
-98,2,19,true,10,7
-100,0,7,true,6,0
-100,0,9,false,6,3
-100,0,10,true,7,1
-100,0,11,false,5,3
-100,0,19,true,10,5
-100,0,20,true,10,9
-100,1,15,true,6,5
-100,1,20,false,11,6
-100,2,7,true,5,1
-100,2,10,true,3,4
-100,2,10,true,7,1
-100,2,17,false,10,4
-100,2,17,true,10,6
-100,2,19,true,11,6
-100,2,20,true,12,6
-101,2,10,false,6,4
-102,0,7,true,5,1
-102,0,15,false,5,6
-102,0,17,false,10,7
-102,0,20,false,9,7
-102,1,13,true,8,5
-102,1,19,false,7,8
-102,2,10,true,6,2
-102,2,11,true,4,3
-102,2,13,false,8,5
-102,2,15,false,6,5
-102,2,19,false,8,7
-104,0,13,true,7,4
-104,0,19,false,8,6
-104,0,20,true,8,8
-104,0,20,true,11,8
-104,1,7,true,5,2
-104,1,11,false,7,2
-104,1,11,false,7,4
-104,1,13,false,6,3
-104,1,15,false,7,4
-104,1,15,true,8,3
-104,1,15,true,9,4
-104,1,19,true,10,7
-104,1,19,true,11,8
-104,1,20,false,9,9
-104,1,20,true,10,6
-104,1,20,true,11,6
-104,2,7,false,5,1
-104,2,15,true,6,4
-104,2,17,false,9,5
-104,2,17,true,10,5
-104,2,19,false,9,7
-104,2,20,true,11,8
-106,0,7,true,5,2
-106,0,15,false,6,5
-106,0,15,false,7,5
-106,0,17,false,9,6
-106,0,19,false,11,8
-106,0,20,false,8,8
-106,1,11,true,4,3
-106,1,11,true,7,4
-106,1,13,false,8,4
-106,1,17,true,10,6
-106,1,19,true,7,8
-106,2,15,false,8,5
-106,2,17,false,9,6
-106,2,19,true,8,7
-106,2,20,false,11,8
-108,0,13,false,7,3
-108,0,13,false,8,5
-108,0,15,false,7,4
-108,0,17,true,10,5
-108,0,19,false,9,6
-108,0,20,false,11,6
-108,1,9,true,2,3
-108,1,17,false,9,6
-108,1,17,true,7,6
-108,1,19,false,9,6
-108,1,19,false,10,7
-108,1,20,false,8,8
-108,1,20,true,9,6
-108,2,13,true,6,4
-108,2,15,false,7,5
-108,2,17,false,7,6
-108,2,20,true,11,7
-110,0,15,false,9,6
-110,1,7,true,5,1
-110,1,11,false,4,3
-110,1,19,false,9,7
-110,2,11,false,3,4
-110,2,20,false,8,8
-111,0,20,false,11,7
-111,1,20,false,10,7
-112,0,11,true,7,2
-112,0,19,false,9,7
-112,1,13,false,7,4
-112,1,13,true,6,3
-112,1,13,true,8,3
-112,1,15,false,6,5
-112,1,17,true,9,6
-112,2,7,false,5,2
-112,2,13,false,7,3
-112,2,13,true,7,3
-112,2,15,true,6,5
-112,2,17,true,8,6
-114,1,11,false,5,3
-114,1,11,false,6,3
-114,2,9,true,2,3
-114,2,11,false,4,3
-114,2,13,false,7,4
-114,2,15,true,5,6
-116,0,10,false,6,3
-116,0,11,false,4,3
-116,0,19,true,9,6
-116,0,19,true,9,7
-116,1,9,false,2,3
-116,1,10,true,3,3
-116,1,11,true,7,2
-116,1,13,false,8,3
-116,1,19,true,9,7
-116,2,7,true,6,0
-116,2,13,false,4,5
-116,2,15,true,7,4
-116,2,15,true,8,4
-116,2,17,false,10,5
-116,2,20,true,8,8
-117,0,20,false,10,7
-117,1,20,false,9,7
-118,0,10,true,3,4
-118,0,13,false,6,4
-118,0,20,false,10,8
-118,1,15,true,7,5
-118,2,10,true,5,4
-118,2,15,false,9,6
-118,2,17,false,8,6
-120,0,15,true,7,5
-120,0,20,false,9,8
-120,1,15,false,6,4
-120,1,15,true,8,4
-120,1,20,true,11,7
-120,2,11,true,7,2
-120,2,15,true,9,6
-120,2,17,true,6,7
-120,2,17,true,9,6
-120,2,19,false,9,6
-120,2,19,false,10,6
-120,2,19,true,7,8
-122,0,9,false,6,2
-122,0,10,true,3,3
-122,0,17,true,9,7
-122,1,10,true,6,3
-122,1,11,false,3,4
-122,2,13,false,6,4
-122,2,20,true,9,8
-123,2,20,true,9,7
-124,0,10,false,7,1
-124,0,13,false,7,4
-124,0,17,false,8,6
-124,0,17,true,8,6
-124,1,10,false,3,3
-124,1,13,false,4,5
-124,1,17,false,6,7
-124,1,19,false,8,6
-124,2,15,false,5,6
-124,2,17,false,6,7
-126,0,17,true,6,7
-126,1,10,true,5,4
-126,1,10,true,6,2
-126,1,15,true,8,5
-126,1,17,false,8,6
-126,1,19,false,11,8
-126,1,20,true,9,8
-126,2,10,false,3,3
-126,2,10,false,3,4
-126,2,10,true,6,3
-126,2,15,true,7,5
-126,2,15,true,8,6
-126,2,19,true,9,7
-126,2,20,false,9,8
-127,1,10,false,3,4
-128,0,11,true,3,4
-128,0,17,false,10,5
-128,0,17,true,9,6
-128,1,17,false,8,5
-129,0,20,false,12,7
-129,0,20,true,9,7
-130,0,10,false,3,4
-130,0,11,false,3,4
-130,0,11,true,5,3
-130,0,20,true,10,8
-130,1,13,true,4,5
-130,1,15,false,5,6
-130,2,11,false,5,3
-130,2,11,true,3,4
-130,2,17,true,7,6
-130,2,17,true,9,7
-132,0,9,false,5,2
-132,0,10,false,3,3
-132,0,10,true,6,3
-132,0,13,false,8,3
-132,0,15,false,8,4
-132,0,19,true,8,8
-132,0,20,true,10,7
-132,1,10,false,5,2
-132,1,10,true,3,4
-132,1,19,false,10,6
-132,1,19,true,10,8
-132,2,11,true,5,3
-132,2,11,true,6,3
-132,2,19,false,7,8
-132,2,20,true,10,8
-133,1,10,false,5,4
-134,0,9,true,2,3
-134,0,13,true,4,5
-134,0,15,true,5,6
-134,0,15,true,8,5
-134,1,9,false,5,2
-134,1,15,false,7,5
-134,2,9,true,5,2
-134,2,13,true,7,4
-134,2,15,true,8,5
-134,2,20,false,10,8
-135,1,20,true,10,7
-136,0,10,true,5,4
-136,0,17,false,9,5
-136,1,13,true,7,4
-136,1,15,false,8,4
-136,1,15,false,8,6
-136,1,15,true,5,6
-136,1,17,true,8,6
-136,1,19,true,9,6
-136,2,10,false,6,3
-136,2,10,true,3,3
-136,2,15,false,8,4
-136,2,19,false,8,6
-138,0,19,false,7,8
-138,0,19,true,10,8
-138,1,11,true,5,3
-138,1,20,true,10,8
-138,2,19,false,10,8
-138,2,19,true,10,8
-140,0,9,false,2,3
-140,0,15,true,8,4
-140,0,15,true,9,4
-140,0,19,true,10,6
-140,1,11,true,6,3
-140,1,17,true,9,5
-140,1,17,true,10,5
-140,2,9,false,5,2
-140,2,13,true,4,5
-141,0,10,false,5,4
-141,2,20,false,10,7
-142,0,13,false,4,5
-142,0,15,true,8,6
-142,0,19,false,10,8
-142,1,10,false,6,3
-142,1,20,false,9,8
-142,2,10,false,5,4
-144,0,9,true,6,1
-144,0,19,false,10,6
-144,1,19,false,8,8
-144,2,20,false,9,7
-144,2,20,true,10,7
-146,0,11,false,6,3
-146,0,17,false,6,7
-146,1,15,false,8,5
-146,1,17,true,7,7
-146,2,19,true,8,8
-147,0,10,true,6,2
-147,1,10,false,6,2
-148,0,19,true,7,8
-148,1,11,true,6,2
-148,1,17,false,9,7
-148,1,17,true,8,5
-148,1,19,true,10,6
-148,2,19,false,8,8
-150,0,10,false,6,2
-150,1,15,true,7,6
-150,2,11,false,6,3
-152,1,13,true,7,5
-152,1,19,false,10,8
-152,2,13,true,6,3
-154,0,9,true,4,2
-154,0,10,true,4,3
-154,0,15,false,8,6
-154,0,20,true,9,8
-154,1,9,true,5,2
-154,1,13,true,6,4
-156,0,10,true,4,4
-156,0,11,true,6,2
-156,0,13,false,6,3
-156,0,15,false,8,5
-156,0,17,false,8,5
-156,2,10,false,6,2
-158,0,17,false,9,7
-158,2,15,false,8,6
-160,0,10,false,4,3
-160,0,11,true,6,3
-160,0,15,true,6,6
-160,0,19,false,9,8
-160,1,15,true,8,6
-160,2,17,true,8,7
-162,1,17,false,7,7
-162,1,19,true,8,8
-162,2,20,false,11,7
-163,1,10,true,4,4
-164,0,9,false,6,1
-164,1,9,true,6,1
-164,2,10,false,4,3
-166,0,10,false,4,4
-166,1,11,false,6,4
-166,1,15,false,6,6
-166,1,17,true,8,7
-166,2,10,true,4,4
-166,2,15,false,6,6
-168,0,17,true,9,5
-168,1,11,false,6,2
-168,1,13,false,6,4
-168,1,17,true,9,7
-168,1,19,false,9,8
-168,1,19,true,9,8
-168,1,20,true,9,7
-168,2,9,false,6,1
-168,2,17,false,8,5
-168,2,17,false,9,7
-169,2,10,false,4,4
-170,0,17,true,7,7
-170,2,5,false,4,0
-170,2,17,false,8,7
-172,0,9,true,5,2
-172,0,13,true,6,4
-172,0,19,false,8,8
-172,1,10,true,4,3
-172,1,20,false,10,8
-172,2,11,true,6,2
-172,2,17,true,7,7
-174,0,10,false,5,2
-174,2,13,true,7,5
-174,2,15,false,7,6
-176,1,17,false,9,5
-176,2,9,false,4,2
-176,2,9,true,6,1
-178,2,19,true,9,8
-180,0,11,false,6,4
-180,0,13,false,7,5
-180,1,9,false,4,2
-180,2,11,true,6,4
-181,1,10,false,4,4
-182,0,9,false,4,2
-182,0,17,true,8,7
-182,2,9,true,4,2
-184,0,17,false,8,7
-184,1,13,false,7,5
-184,2,15,true,6,6
-184,2,17,false,7,7
-184,2,19,false,9,8
-186,2,10,false,5,2
-186,2,10,true,4,3
-186,2,10,true,5,2
-188,0,13,true,7,5
-188,0,17,false,7,7
-188,1,5,false,4,0
-188,1,15,false,7,6
-188,2,17,true,8,5
-190,1,5,true,4,0
-190,1,9,true,4,2
-190,2,11,false,6,4
-192,0,19,true,9,8
-192,1,9,false,6,1
-192,2,13,false,7,5
-194,0,11,true,6,4
-194,0,15,false,6,6
-194,1,10,true,5,3
-194,1,13,false,5,5
-194,2,5,true,4,0
-194,2,13,true,6,5
-196,0,13,true,5,5
-196,1,11,true,6,4
-196,2,19,true,10,6
-198,0,5,true,4,0
-200,1,7,true,4,2
-204,0,11,false,4,4
-204,0,13,true,6,5
-204,1,10,false,4,3
-204,1,17,false,8,7
-206,1,11,true,4,4
-206,1,15,true,6,6
-210,0,13,false,5,5
-210,1,13,true,5,5
-212,0,5,false,4,0
-212,2,7,true,4,2
-214,0,11,true,5,4
-214,2,13,false,6,5
-216,0,11,false,6,2
-216,1,7,false,4,1
-216,1,13,false,6,5
-216,2,11,false,6,2
-216,2,11,true,4,4
-216,2,13,true,5,5
-218,0,7,true,4,1
-218,0,15,false,7,6
-218,0,15,true,7,6
-219,0,10,true,5,2
-220,0,11,true,4,4
-220,2,10,false,5,3
-220,2,13,false,5,5
-222,2,9,false,5,3
-224,1,11,false,4,4
-226,1,10,false,5,3
-226,1,13,true,6,5
-226,2,9,true,3,3
-228,0,10,false,5,3
-228,2,10,true,5,3
-230,0,7,true,4,2
-231,1,10,true,5,2
-232,0,9,false,5,3
-232,0,10,true,5,3
-236,1,9,true,3,3
-236,2,7,false,4,2
-236,2,7,true,4,1
-240,0,7,false,4,1
-240,1,11,true,5,4
-242,0,9,true,5,3
-242,2,11,false,4,4
-242,2,15,true,7,6
-244,1,9,false,3,3
-244,1,11,false,5,4
-246,2,7,false,4,1
-246,2,9,true,5,3
-248,0,9,false,3,3
-248,1,7,true,4,1
-248,1,9,false,5,3
-248,1,9,true,5,3
-252,0,13,false,6,5
-256,0,11,false,5,4
-258,0,9,true,3,3
-260,0,7,true,2,2
-266,0,7,false,2,2
-268,2,9,false,3,3
-270,0,9,false,4,3
-270,1,7,false,4,2
-270,2,11,false,5,4
-274,1,7,true,2,2
-286,0,7,false,4,2
-288,2,7,false,2,2
-296,0,9,true,4,3
-298,2,11,true,5,4
-300,2,9,true,4,3
-302,1,9,false,4,3
-308,1,7,false,2,2
-308,1,9,true,4,3
-312,2,9,false,4,3
-324,2,7,true,2,2
-346,1,5,true,3,1
-354,1,5,false,3,1
-362,2,5,true,3,1
-364,0,5,false,3,1
-370,0,7,true,3,2
-370,1,7,true,3,2
-376,2,7,false,3,2
-380,2,7,true,3,2
-396,0,7,false,3,2
-400,0,5,true,3,1
-400,2,5,false,3,1
-406,1,7,false,3,2
-544,0,5,true,2,1
-550,0,5,false,2,1
-574,2,5,false,2,1
-576,1,5,true,2,1
-588,1,5,false,2,1
-596,2,5,true,2,1
